date,content,type,word
1478793038,ガイジ,1,ガイジ
1481163713,くどい,1,くどい
1478853446,偽物　ただの釣り動画,1,偽物
1478747827,振り付けダサイ,1,ダサ
1508048544,男きも,1,きも
1478717248,糞みたいな店員だな,1,糞
1531827984,死ね,1,死ね
1490946632,人間のクズが,1,クズ
1521943999,もものこえきもい,1,きもい
1478953557,いい加減にしろｋｓがｗ,1,ks
1478767475,初代エウレカとかごみだろあほ,1,ごみ
1478934811,センスないわ,1,センスない
1485489946,見えないから無意味ゴミ動画,1,ゴミ
1478794371,なんだこいつ,1,なんだこいつ
1478713131,鼻クソでキープしろ,1,クソ
1478703515,スロ動画で今まで見てきた養分群でぶっちぎり一番最低の光景やでコレ,1,最低
1478764711,バカだろ,1,バカ
1511606808,ハゲやん,1,ハゲ
1479282560,30として弱いってだけで20と並べるとかアホか,1,アホ
1491914727,やり返しってか？醜いね。,1,醜い
1478731949,この人魚ポンコツすぎんぞ,1,ポンコツ
1478749504,燃えｋｓすこ、こびドルひで,1,ks
1480469021,これは腹立つ,1,腹立つ
1479456452,たひね,1,たひね
1480240634,引くこと覚えろカス（AHGN）,1,カス
1480240565,ゴミだよ,1,ゴミ
1478769996,おっそ,1,おっそ
1519117839,ファンうるっさ！！！,1,うるっさ
1478798064,つまんねー台だなー,1,つまんね
1478780069,編集ゴミなんだけど,1,ゴミ
1478709451,ホント編集ｋｓ,1,ks
1478709053,店酷すぎやろが,1,酷すぎ
1478752674,これは互いにDQNだなぁ,1,DQN
1478711744,惰性で見てるけど、この番組全然おもしろくないよな,1,おもしろくない
1478709063,コイン持ち悪いし当たっても出ないし糞台だなｗ,1,糞
1479878955,態度わりーな女,1,態度わり
1479895449,ヤローぶっ殺してやらー,1,殺
1478730493,こういうとこの求人って馬鹿でも募集してるからしゃーない,1,馬鹿
1478871961,この台キモいな,1,キモ
1478710554,パチンカスが常識人ぶるなよ,1,カス
1478708631,店員最低,1,最低
1478868224,なんもおもしろくない,1,おもしろくない
1478695454,ぶっさいなー野中,1,ぶっさ
1534304363,産業スパイ,1,産業スパイ
1478812895,面白くない上に編集技術のない奴が作った動画,1,面白くない
1478746126,ナイヲのパワハラと無能さが際立ってきた,1,無能
1478862449,なにいってんだこいつ,1,こいつ
1478720269,ないおみたけどブサメンやからなww 顔だせんくらい,1,ブサ
1530278704,ファンの奴うるせ～～ ww　とか最低www,1,うるせ
1479973399,サイコパス,1,サイコ
1479044212,これゴミだろ,1,ゴミ
1478995556,ざこ,1,ざこ
1480661542,シスコン野郎!!!!!!,1,シスコン
1478707108,ゴミじゃねぇか,1,ゴミ
1478702176,ほんまに、なんであんな終わってる台を導入するのかわからん,1,終わってる
1479002893,あーつまんね,1,つまんね
1478918421,きも,1,きも
1478837244,後ろから適当に撃ってるだけのクソｗｗｗｗｗｗｗ,1,クソ
1478712159,ド田舎すぎるな,1,ド田舎
1478770152,ないおがキモいからやろ,1,キモ
1478718571,糞軍団晒せよ,1,糞
1478758910,あのゴミ達を何に使うのだろうか,1,ゴミ
1478707696,糞店,1,糞
1501981715,ＴＴの日本語ダサい,1,ダサ
1489396880,ks,1,ks
1478966517,なんだこのクソ編集は,1,クソ
1478775597,くさそう,1,くさそう
1478704077,おいてくれって言ったなら店がゴミだな,1,ゴミ
1478708191,糞台ってより店しだいかなあ　マド２,1,糞
1478856117,世論調査はマスゴミの情報操作,1,ゴミ
1478769166,価値低そうな女だったし,1,価値低
1478866783,池沼は一つの物事に異常なほど執着し続けるからね　しょうがないね,1,池沼
1478704962,ゴリラ映ったぞ,1,ゴリラ
1478765354,何で当たったかわかんないから面白くない,1,面白くない
1478778528,これはロリコンですわ,1,ロリコン
1478709236,ふつうにクソ台やろ,1,クソ
1478813117,あーころす,1,ころす
1478700386,振りだっせえ・・・,1,だっせ
1521951615,ファンうるさい！！ww,1,うるさい
1478785314,サイコパス気質なんだろ,1,サイコパス
1478863264,前でるとかアホかな？,1,アホ
1485314048,サイコパスじゃねーかｗｗｗｗ,1,サイコパス
1479007911,キチゲエが,1,キチ
1478831607,テスト期間中にこれ書いてるだけで十分バカなんだよなぁ,1,バカ
1478938428,女の方が舐めとるやろ,1,舐めとる
1478769394,下手糞な編集すんなや・・・,1,下手糞
1478718087,この魚ポンコツやな,1,ポンコツ
1478867332,北斗に比べて低設定の誤爆がないからボッタ地域じゃゴミカス評価だな,1,ゴミカス
1494062842,『カメラ下手かw』っていった人、そんな上から言えるってことは、カメラマンさん？笑　めっちゃガキ…笑,1,ガキ
1495900851,黒く塗りつぶした方が見栄えが良くなるところまで描いちゃってるから上手くはない,1,上手くはない
1496282105,見るだけ無駄な時間だった,1,無駄
1478775369,レインコート兄貴いい加減にしろ!,1,いい加減にしろ
1514701746,ファンの奴うるせ～～  ww,1,うるせ
1478901741,なにこのごみ,1,ごみ
1478724672,超絶ｋｓ店だこれわ,1,ks
1479027535,ごっみ,1,ごっみ
1478837842,グッピー普通に下手くそだからな,1,下手くそ
1488636992,←「じゃあお前がやれ」って擁護は馬鹿すぎるからやめてくれ,1,馬鹿
1478713842,オワコン,1,オワコン
1480569948,なら自分で描いてネットに載せろ9ず,1,9ず
1478832064,ホモはせっかち,1,ホモ
1478838288,雑魚視点,1,雑魚
1478772247,有名なクソ店,1,クソ
1478857068,お、ホモカップルか？,1,ホモ
1478768211,着地取る気もなく射撃垂れ流してただけのゴミだったな,1,ゴミ
1478710999,ヤリマンもんじゃ店,1,ヤリマン
1478710736,結果書くなアホ,1,アホ
1478707119,誰かゴミ広いしてやれや,1,ゴミ
1478707867,弱すぎ,1,弱すぎ
1478796359,雑,1,雑
1478731790,謎あたりってなんだよ・・・単独だろうがゴミ,1,ゴミ
1478770874,釣りは死ね,1,死ね
1478798898,これあほほどくるよな,1,あほ
1501152683,↑少女時代バカにすんな。,1,バカ
1478787714,よわすぎ,1,よわ
1516087862,チキンども,1,チキン
1478872219,雑い,1,雑
1479108914,カッコいい馬鹿,1,馬鹿
1493471255,ヲタ怖すぎwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,1,ヲタ
1478715339,頭おかしいな,1,頭おかしい
1478704856,まあ糞台だけどなｗ,1,糞
1521943955,掛け声ださ,1,ださ
1478758885,さっさと動画説明文のうんこちゃんを消せ,1,消せ
1497322224,無資格でしょ,1,無資格
1479135431,変態ロリコン（勘違い）レズ野獣部長ぼろくそ言われてて草萌ゆる（古文）,1,変態
1478747718,ユニバの台なんて全部ゴミだろ,1,ゴミだろ
1478727466,なんでこんなクソ編集なん,1,クソ
1478711575,あほ,1,あほ
1478868299,さやカスｗｗ,1,カス
1502090453,掛け声うるさい！,1,うるさい
1478830521,やる気ないな、このもんじゃ女,1,もんじゃ女
1478731866,あの「タイミングで座ったからでたんだろうがゴミが,1,ゴミ
1478779484,トリ頭だから言ってんだろ,1,トリ頭
1478706646,北斗はつまんねーし出ねえし,1,つまんね
1478762861,ゲームやめろ,1,やめろ
1478991412,画質わるくね,1,わる
1500980908,禿バンク,1,禿
1478708525,最低,1,最低
1481370139,chappyうざいしな。。,1,うざい
1479886462,にどみつまんなくなたったな,1,つまんな
1478806957,かまってちゃんだなぁ,1,かまってちゃん
1503753962,無駄金,1,無駄
1478807046,タマなし野郎が勝てないのは当然,1,タマなし
1479062005,コジマ頭悪そう,1,頭悪
1478714365,低レベルな店やなー,1,低レベル
1511606695,馬鹿馬鹿しい,1,馬鹿
1512636467,ちかいてうるさい。,1,うるさい
1501125521,応援してる人の声キモい,1,キモ
1478784511,仕事なめてる？,1,なめてる
1517258739,↑ダサいのはわかる↑,1,ダサ
1478716648,メンヘラ,1,メンヘラ
1503753874,ぶっさ,1,ぶっさ
1489666744,分かるかボケ,1,ボケ
1478973968,今すぐ投稿やめて首でも吊って4ねや,1,4ね
1478836672,レベルひくいなぁ,1,レベルひく
