date,content,type,word
1173388121,なにこの糞ゲー,1,糞
1175326288,ちょっと蛇足気味だな・・・,1,蛇足
1177502201,蛇足は同意,1,蛇足
1177954801,蛇足っていってるヤツはJazzのライブを聞いたことがない奴,1,蛇足
1180268667,蛇足っつう～かﾗｲﾌﾞｱﾚﾝｼﾞのお約束みたいなもんだろ,1,蛇足
1195103340, クラップうざいな,1,うざい
1196697786,クラップ誌ね,1,誌ね
1197651006,またろう単調でヘタ,1,ヘタ
1199174316,あかいひとおどってばっか,1,ばっか
1199884737,馬鹿ってアホか。一言多いんじゃねえ？,1,馬鹿 アホ
1199982303,なんかもたってる感じがするのは俺だけ？？,1,もたってる
1200141058,カメラぶれすぎ,1,ぶれすぎ
1201829614,手ブレ修正しろ,1,修正しろ
1202289757,テンポ遅いな…,1,遅いな
1204002138,何度聴いても手拍子がイタイ,1,イタイ
1205335073,アニオタＫＹ過ぎる,1,KY
1206621447,手拍子ないな,1,ないな
1210293934,コレがジャズじゃないという奴は逆にJAZZを理解してない,1,理解していない
1219798968,手拍子死ね,1,死ね
1221659936,手拍子でリズム狂う奴は修行が足りない,1,足りない
1238330713,動画を黙って見ることのできない奴が一番痛い,1,一番痛い
1252293907,これjazzじゃねーだろーが,1,じゃねー
1275817668,もたってるのは手拍子のせい？,1,もたってる
1293072443,手拍子に過剰反応してるのも似たようなもんだろ・・,1,過剰反応
1306560295,カスとかうぜえ素人も見れる動画サイトなんだよ察しろ,1,カス うぜえ
1319296368,手拍子に釣られる時点でミュージシャンかホントに疑わしいけどな,1,疑わしいけどな
1319296384,困るってよりダサイな手拍子,1,ダサい
1173519757,どうせならレベル上げろよ,1,上げろよ
1173525433,あと一歩なのに・・・,1,なのに・・・
1173526901,いらないだろ,1,いらない
1173530918,勇者ってこの程度なんだな,1,この程度
1173532804,普通これだけ死んだら飽きるよな,1,飽きるよな
1173534499,ほしふるうでわっていらないんじゃない？,1,いらない
1173536727,↓お前毎回なんなの？消えろよ,1,消えろよ
1173541594,↓同意…意味もわからんし,1,意味もわからない
1173557742,↑氏ね,1,氏ね
1173566055,ゆとりだろうがゆとりじゃなかろうがイタイ奴はイタイ,1,ゆとり
1173567385,なんで宝箱とらないの？,1,しないの？
1173571413,ここタネ類多いからもっと取れよ,1,とれよ
1174159616,そうびしろよ,1,しろよ
1174159644,取れよ,1,とれよ
1173797904,センスねぇな･･･,1,センスねぇ
1188917632,これは凄ぇぇ！　低画質なのがおしいな,1,なのが惜しい
1196697346,素材がちと惜しいかも知れん,1,が惜しい
1400299797,下の歌詞がサブいんだよなぁ・・・,1,サブい
1199244130,演説シカト・・・・,1,シカト
1200147391,元を知らないってどんだけゆとりだよ,1,ゆとり
1205391669,劇場版の方が良いな,1,の方が良い
1209730295,知らないのはゆとりでも十分恥ずかしいと思うが・・・,1,ゆとり
1214282929,お前らの脳内では否オタ＝ゆとりなのか,1,ゆとり
1226738288,TV版は微妙,1,微妙
1250251479,バカチョン死ねよ,1,死ねよ
1250251550,糞チョン死ね,1,死ね
1250251594,バカチョンを皆殺しにせよ！！！！,1,皆殺し
1250251778,朝鮮民族を皆殺しにせよ！！！！！！！！,1,皆殺し
1260001265,画質・・・,1,質・・・
1309533235,音悪い,1,悪い
1329933241,ちょっと早口だね,1,早口だね
1335611171,反日とか反韓やら、反中とか言ってるバカな連中は、どこの国にもいるもんだな,1,バカ
1464133276,はいはい扇動乙,1,扇動乙
1470384810,SEEDごみだ,1,ごみだ
1174101697,これはダメかもわからんね,1,ダメかも
1174102084,これは流行らない,1,流行らない
1174313768,これは重症ですね,1,重症ですね
1175263474,繋ぎがいまひとつだな,1,いまいち
1177229757,これは駄目にしても、釘宮でループつくりたいな,1,駄目
1177579284,やよいのワンツーには勝てないな･･･,1,勝てないな・・・
1177767663,まず始末書を書け,1,始末書を書け
1178031053,つなぎあまくね？,1,あまくね？
1179144917,修行にはもってこいだな,1,もってこい
1180737059,これはもうだめかもわからんね,1,ダメかも
1184374110,ここじゃないループだったらよかったような,1,だったらよかった
1184374512,たまに繋ぎが変だな,1,変だな
1198992262,これはひどい,1,ひどい
1178031951,へたすぎ。,1,へたすぎ
1194886872,かおだすなきもい,1,きもい
1197643670,保志以外キモス,1,キモス
1174320405,本家のがいいな,1,のがいいな
1175557970,MADなら切り貼りだけじゃなくて組んでくれ,1,切り貼りだけじゃなく
1193664872,重すぐる・・・・・・・・・。,1,重すぎ
1196885177,歌詞は合ってるんだけど映像がマッチしていないね・・・,1,マッチしていない
1197093824,Fragment　～Shooting star of the origin～のほうが合うと思うんだが,1,～の方が合う
1199592073,悪くはないな・・・,1,悪くはない
1219232722,重いな・・・,1,重い
1174317915,速度かえればなんでもあうんじゃないかとおもうんだが,1,変えれば合う
1174798956,魔理沙のほうの音いれわすれてねぇ？,1,入れ忘れてねぇ？
1237621101,げーじが,1,げーじ
1325865577,橘さん！なぜそれを使うんです！,1,なぜ使う
1448112303,火力ひくっ,1,ひくっ
1524362970,画像汚い,1,汚い
1200997567,ある意味これでも良くねえ？,1,ある意味
1176284674,あんま編集うまくないね,1,うまくないね
1174600849,やっぱこういうの見ると今のＲＰＧって…,1,今のRPGって
1174602012,やっぱクロノトリガーを超えるRPGはないな…,1,超えるRPGはない
1174623223,未来変わったのに何故あの服なんだ・・・,1,なぜあの服
1174627427,作者の人気に嫉妬,1,嫉妬
