date,content,type,word
1478704976,なんじゃこれ,0,-1
1502213832,←わろた,0,-1
1482984342,気分は high high high,0,-1
1478709124,ひっでー店,0,-1
1527383068,かまたまうどんっぽい,0,-1
1478786830,カカッ♪,0,-1
1481113571,強くなければ生きられない、優しくなければ生きている価値がない,0,-1
1479007428,一緒にやってみたいなｗ,0,-1
1478883052,完成版だね,0,-1
1492962263,クロが頭良いwww,0,-1
1480462874,清々しいまでの辛辣さw,0,-1
1504421990,　手厚いサポート＝月額料金に上乗せされてるのがメガキャリア,0,-1
1506089866,それと電卓,0,-1
1483086027,バケゆか…,0,-1
1478752310,小学生かwww,0,-1
1478704228,ひっでえな,0,-1
1478777232,ハイレグはともかくセレブだと見抜くハーケンｗ,0,-1
1522776265,わ,0,-1
1479896261,逃げんなw,0,-1
1478810101,きんたま～,0,-1
1478737340,アロセはガチムチ女子のイメージ,0,-1
1478800723,いや前髪あるとね…だったかな。たぶん,0,-1
1478715685,21世紀は、悪魔と悪党達の消滅時代。,0,-1
1478919587,そして結び,0,-1
1480069791,こんなにスタイリッシュな薪割りは見た事がない,0,-1
1478720199,本物ボーナスが別抽選のわけねーだろ,0,-1
1490003140,ヨーカドーくっそwwwww,0,-1
1478773386,久しぶりにほらね？見たわ,0,-1
1478731199,おお！総天然色や！,0,-1
1479578406,動きでわかる,0,-1
1478792024,謎の感動,0,-1
1478784006,upotu-,0,-1
1480247116,5位をめざす♯☆♪□※ｗｗｗ,0,-1
1483101539,プレゼント(ソフィア)と寝る(意味深),0,-1
1478821745,痛い子の特等席先生の横ｗ,0,-1
1482037400,ケニーとルークは組めそうな気もするが,0,-1
1478798156,エーベックス感！ガンダム！,0,-1
1478852333,おばあちゃんみたい,0,-1
1478878987,はいここ笑うところですよー,0,-1
1478822907,これジオンのが確立当たりやすく設定されてないか？ｗ,0,-1
1479282626,ゼノンきつそう,0,-1
1478885304,さすがやな,0,-1
1478804306,今後のモチベのためにEntyで支援してください！,0,-1
1508587194,馴れ合わなからちゃん,0,-1
1478761646,プレーシャー縛りかな？,0,-1
1478827699,今作PC版も人いっぱいいて良いよな,0,-1
1478958535,総務省じゃなく、キャリアがおかしいだけだろこれ,0,-1
1478697951,知ってたしｗ,0,-1
1478793775,確定って言えないんだよ・・外れないよな？,0,-1
1479088742,食べなれたネタを思いだそう。,0,-1
1479334494,家に来なくなるのが先じゃない？,0,-1
1478698911,音葉さん…指揮…ケーキうっ、頭が…,0,-1
1508430601,よっさんから,0,-1
1478774842,またトランシーバーか…,0,-1
1480171458,こいつらいつも一緒に寝てんな,0,-1
1478778002,論より証拠,0,-1
1482766007,普通に笑ったわｗ,0,-1
1484562274,ダニどみ,0,-1
1478870330,どうしてそんなもんがｗｗｗ,0,-1
1478775305,放火熱心,0,-1
1478836158,まあ当たった事無いけどね(｡･ω･｡),0,-1
1479714037,し、しんどい,0,-1
1481716624,ねねごん,0,-1
1478695155,音声も左右ふってるのか,0,-1
1478789755,Zがガン追いされてZZ放置なんだから被弾しなくて覚醒なんてたまんねぇんだよなぁ,0,-1
1490029468,術も全部資質あるんだよな,0,-1
1479088672,やる気満々。,0,-1
1480418395,それはない・・・・,0,-1
1478777537,より負けるだろ,0,-1
