date,content,type,word
1478795137.0,なにやってんだあいつら・・,2,-1
1478831913.0,ちょっと薬物キメ過ぎなんとちゃう？,2,-1
1478705933.0,初代の方が全然面白い,2,-1
1514252925.0,聞こえん,2,-1
1485183455.0,練習動画かな？,2,-1
1478709821.0,←ホームレスみたいなのがオシャレ(笑),2,-1
1478782284.0,このアホ視点は叩かないで他のいい感じの視点にはでっかい口で叩くんだなくそ脳内元帥どもは,2,-1
1478787817.0,図書館に書籍寄付してもお礼もなかったですしね。,2,-1
1478709386.0,夢の無い台や,2,-1
1481118240.0,相手の手札見ながらは流石になぁ…,2,-1
1490637676.0,糞真面目な人間が損する…夜神総一郎かな？,2,-1
1479208952.0,こいつ大丈夫か？って思ってきました,2,-1
1478794891.0,俺上手いアピールしてるガキは何なの？動画上げろよ,2,-1
1478792055.0,名前の分別ついてなさすぎやない？大丈夫？,2,-1
1479106036.0,当時幼稚園児には難しすぎた,2,-1
1515563644.0,wikiの寄生虫のくせになにいってだ,2,-1
1478764205.0,テンプレ行動しかしねえな,2,-1
1478795432.0,意外とおもろいで,2,-1
1478864802.0,音もひどいしプレイも酷い良いのは声だけ,2,-1
1478847414.0,小学生レベル,2,-1
1478803917.0,カマキリが編集してるんやろ,2,-1
1482110191.0,なにやってんだあいつら…,2,-1
1495901279.0,岸本が影響受けた大友とかメビウスとかの方をまず見てから判断した方が良いと思うんだよな,2,-1
1485084907.0,だめだこいつ（確信),2,-1
1521436439.0,戦闘民族だからね、仕方ないね,2,-1
1478784076.0,考察になると何のコメントも出来なくなる未プレイ勢好き,2,-1
1480474265.0,こいつやばいな,2,-1
1478778425.0,こんなん完全にチャテロ,2,-1
1478706420.0,普通の人からしたらいい人達よね,2,-1
1478744895,精神崩壊かな？,2,-1
1478938229.0,多分動画としてあまり意識してないんだろな,2,-1
1479211329.0,ほかのプレイヤーに迷惑をかける形でのルーニープレイとはどういうものかっていう好例　ムカつくとこも含めて,2,-1
1480302230.0,さよなら国産,2,-1
1478987110.0,バケゆかはどうせちょっと（数百時間）練習しただけだろ,2,-1
1478720981.0,ANさぁはいろいろ裏で手を回してそう,2,-1
1479212427.0,ネオン輝く方かな？,2,-1
1479187815.0,初見実況に上手いだの下手だのってコメ恥ずかしくないの？,2,-1
,元気のいいお子さんでいらっしゃいますね,2,-1
1478953094.0,いっつも行動を要求されるのは操作キャラ,2,-1
1479741376.0,思い出にしがみつく…お嬢の言葉かな？,2,-1
1478704435.0,微妙なピンク色だなぁ,2,-1
1478794218.0,こいつ作る努力をわかった気になってるだけのサルゥなんだよなぁ,2,-1
1495901759.0,風景画だな。キャラがいる意味がない,2,-1
1479355462.0,遅くてもいいじゃない人間だものー,2,-1
1478858030.0,みゆきちゃん天然かな？,2,-1
1478778939.0,模倣かな？,2,-1
1492273843.0,なんやこの構図の連続......,2,-1
